<30	ARAPORT	1
30	ARAPORT	4
31	ARAPORT	1
32	ARAPORT	3
33	ARAPORT	6
34	ARAPORT	7
35	ARAPORT	5
36	ARAPORT	15
37	ARAPORT	37
38	ARAPORT	75
39	ARAPORT	160
40	ARAPORT	407
41	ARAPORT	826
42	ARAPORT	1320
43	ARAPORT	1682
44	ARAPORT	1693
45	ARAPORT	1407
46	ARAPORT	1055
47	ARAPORT	765
48	ARAPORT	476
49	ARAPORT	299
50	ARAPORT	194
51	ARAPORT	119
52	ARAPORT	66
53	ARAPORT	45
54	ARAPORT	21
55	ARAPORT	12
56	ARAPORT	0
57	ARAPORT	2
58	ARAPORT	4
59	ARAPORT	1
60	ARAPORT	0
61	ARAPORT	1
62	ARAPORT	1
63	ARAPORT	0
64	ARAPORT	0
65	ARAPORT	0
>65	ARAPORT	0
