<30	mikado38	1
30	mikado38	0
31	mikado38	0
32	mikado38	0
33	mikado38	2
34	mikado38	2
35	mikado38	4
36	mikado38	16
37	mikado38	36
38	mikado38	103
39	mikado38	197
40	mikado38	488
41	mikado38	958
42	mikado38	1447
43	mikado38	1822
44	mikado38	1827
45	mikado38	1496
46	mikado38	1097
47	mikado38	754
48	mikado38	482
49	mikado38	304
50	mikado38	193
51	mikado38	108
52	mikado38	68
53	mikado38	38
54	mikado38	27
55	mikado38	14
56	mikado38	4
57	mikado38	3
58	mikado38	1
59	mikado38	1
60	mikado38	1
61	mikado38	1
62	mikado38	0
63	mikado38	0
64	mikado38	0
65	mikado38	0
>65	mikado38	0
